id_ibge,nc,votos,prop
2702900,VERA,1,0.0051313628899835794
2702900,EYMAEL,0,0.0
2703809,LULA,7065,68.43277799302597
2703809,JAIR BOLSONARO,2685,26.00736148779543
2703809,SIMONE TEBET,330,3.1964354901201086
2703809,CIRO GOMES,161,1.5594730724525379
2703809,SORAYA THRONICKE,45,0.43587756683456025
2703809,PADRE KELMON,12,0.1162340178225494
2703809,FELIPE D'AVILA,12,0.1162340178225494
2703809,SOFIA MANZANO,8,0.07748934521503294
2703809,LÉO PÉRICLES,4,0.03874467260751647
2703809,VERA,2,0.019372336303758234
2703809,EYMAEL,0,0.0
2708600,LULA,15501,48.85898001639034
2708600,JAIR BOLSONARO,13946,43.95763726911681
2708600,SIMONE TEBET,1182,3.7256508857088826
2708600,CIRO GOMES,792,2.496375212759251
2708600,SORAYA THRONICKE,178,0.5610540250898317
2708600,PADRE KELMON,59,0.18596734539494422
2708600,FELIPE D'AVILA,36,0.11347160057996596
2708600,SOFIA MANZANO,13,0.04097585576498771
2708600,VERA,9,0.02836790014499149
2708600,LÉO PÉRICLES,6,0.018911933429994327
2708600,EYMAEL,4,0.012607955619996216
2700409,LULA,13894,61.46699699168289
2700409,JAIR BOLSONARO,7105,31.432489824809767
2700409,SIMONE TEBET,964,4.264731905857371
2700409,CIRO GOMES,422,1.8669262077508404
2700409,SORAYA THRONICKE,142,0.628207396920899
2700409,PADRE KELMON,42,0.18580782162449125
2700409,FELIPE D'AVILA,20,0.08847991505928154
2700409,SOFIA MANZANO,7,0.03096797027074854
2700409,VERA,5,0.022119978764820386
2700409,LÉO PÉRICLES,2,0.008847991505928155
2700409,EYMAEL,1,0.004423995752964077
2702553,LULA,6284,79.76643818227977
2702553,JAIR BOLSONARO,1077,13.670982482863673
2702553,SIMONE TEBET,270,3.427265803503427
2702553,CIRO GOMES,157,1.992891596851993
2702553,SORAYA THRONICKE,64,0.8123889312008125
2702553,PADRE KELMON,12,0.15232292460015232
2702553,FELIPE D'AVILA,5,0.06346788525006347
2702553,EYMAEL,5,0.06346788525006347
2702553,SOFIA MANZANO,2,0.02538715410002539
2702553,VERA,1,0.012693577050012695
2702553,LÉO PÉRICLES,1,0.012693577050012695
2700300,LULA,59431,50.82743934249575
2700300,JAIR BOLSONARO,48456,41.44124111625202
2700300,SIMONE TEBET,3938,3.367913313434878
2700300,CIRO GOMES,3897,3.3328487004712337
2700300,SORAYA THRONICKE,730,0.6243211576453684
2700300,PADRE KELMON,226,0.19328298853130585
2700300,FELIPE D'AVILA,158,0.1351270450794085
2700300,SOFIA MANZANO,41,0.035064612963643986
2700300,LÉO PÉRICLES,19,0.016249454788030138
2700300,VERA,19,0.016249454788030138
2700300,EYMAEL,12,0.010262813550334824
2701209,LULA,4189,70.34424853064651
2701209,JAIR BOLSONARO,1310,21.998320738874895
2701209,SIMONE TEBET,306,5.138539042821159
2701209,CIRO GOMES,125,2.0990764063811924
2701209,SORAYA THRONICKE,10,0.16792611251049538
2701209,FELIPE D'AVILA,7,0.11754827875734676
2701209,PADRE KELMON,5,0.08396305625524769
2701209,SOFIA MANZANO,2,0.033585222502099076
2701209,EYMAEL,1,0.016792611251049538
2701209,VERA,0,0.0
2701209,LÉO PÉRICLES,0,0.0
2703700,LULA,2843,75.6318169725991
2703700,JAIR BOLSONARO,702,18.675179569034317
2703700,SIMONE TEBET,114,3.0327214684756583
